country,respondent_id,age,urban_rural,income_level,sex,marital_status,education,life_satisfaction,freedom_of_choice,emancipative_values,trust_people,importance_of_god,financial_satisfaction,secular_values
Malaysia,458070253,37.0,Rural,Medium,Female,Married,Lower,9.0,9.0,0.218657407,Not trusted,9.0,9.0,0.595
Malaysia,458070254,46.0,Rural,Low,Female,Married,Lower,7.0,7.0,0.330185185,Not trusted,10.0,4.0,0.4977777778
Malaysia,458070255,36.0,Rural,Medium,Female,Married,Higher,8.0,8.0,0.491388889,Not trusted,9.0,8.0,0.4291666667
Malaysia,458070256,47.0,Rural,Low,Male,Married,Lower,9.0,9.0,0.633425926,Not trusted,8.0,9.0,0.3588888889
Malaysia,458070257,26.0,Rural,Medium,Female,Married,Lower,9.0,5.0,0.333333333,Trusted,10.0,8.0,0.0
Malaysia,458070258,54.0,Rural,Low,Female,Married,Lower,7.0,7.0,0.262777778,Not trusted,7.0,7.0,0.6080555556
Malaysia,458070259,55.0,Rural,Medium,Female,Married,Lower,7.0,7.0,0.429583333,Not trusted,10.0,7.0,0.0
Malaysia,458070260,20.0,Rural,Medium,Female,Single,Higher,7.0,8.0,0.66625,Not trusted,10.0,6.0,0.1933333333
Malaysia,458070261,22.0,Rural,Low,Male,Single,Lower,10.0,1.0,0.450555556,Not trusted,10.0,1.0,0.4719444444
Malaysia,458070262,80.0,Rural,Low,Female,Married,Higher,9.0,9.0,0.360555556,Not trusted,10.0,8.0,0.4425
Malaysia,458070263,64.0,Rural,Low,Female,Married,Lower,8.0,7.0,0.21662037,Not trusted,10.0,9.0,0.3313888889
Malaysia,458070264,22.0,Rural,Low,Male,Single,Lower,8.0,8.0,0.351157407,Not trusted,5.0,5.0,0.4433333333
Malaysia,458070265,35.0,Rural,Low,Male,Married,Higher,6.0,5.0,0.553888889,Not trusted,5.0,5.0,0.3194444444
Malaysia,458070266,36.0,Rural,Low,Female,Single,Lower,7.0,7.0,0.604814815,Not trusted,10.0,7.0,0.3883333333
Malaysia,458070267,22.0,Rural,Low,Male,Single,Lower,5.0,9.0,0.501342593,Not trusted,5.0,5.0,0.4297222222
Malaysia,458070268,58.0,Rural,Low,Female,Married,Lower,4.0,4.0,0.332083333,Not trusted,9.0,5.0,0.055
Malaysia,458070269,61.0,Rural,Medium,Male,Married,Middle,10.0,10.0,0.374583333,Not trusted,10.0,10.0,0.0
Malaysia,458070270,26.0,Rural,Medium,Female,Married,Lower,6.0,6.0,0.527361111,Not trusted,8.0,7.0,0.3738888889
Malaysia,458070271,18.0,Rural,Medium,Female,Single,Lower,9.0,9.0,0.582916667,Not trusted,10.0,8.0,0.0275
Malaysia,458070272,40.0,Rural,Medium,Male,Single,Higher,6.0,9.0,0.475324074,Not trusted,8.0,4.0,0.7058333333
Malaysia,458070273,35.0,Rural,Medium,Male,Married,Lower,8.0,8.0,0.517407407,Not trusted,7.0,6.0,0.5116666667
Malaysia,458070274,49.0,Rural,Low,Female,Married,Lower,9.0,9.0,0.415277778,Not trusted,9.0,8.0,0.305
Malaysia,458070275,44.0,Rural,Medium,Male,Married,Higher,5.0,6.0,0.460092593,Not trusted,10.0,7.0,0.3880555556
Malaysia,458070276,25.0,Rural,High,Male,Single,Higher,6.0,5.0,0.419351852,Not trusted,10.0,4.0,0.2486111111
Malaysia,458070277,54.0,Rural,Low,Female,Widowed,Lower,9.0,8.0,0.348981482,Not trusted,9.0,7.0,0.3744444444
Malaysia,458070278,40.0,Rural,Low,Female,Married,Lower,9.0,9.0,0.308240741,Not trusted,10.0,9.0,0.3744444444
Malaysia,458070279,42.0,Rural,Medium,Male,Married,Lower,7.0,6.0,0.269444444,Not trusted,10.0,6.0,0.5533333333
Malaysia,458070280,55.0,Rural,Low,Female,Widowed,Lower,8.0,6.0,0.323240741,Not trusted,8.0,6.0,0.4019444444
Malaysia,458070281,46.0,Rural,Medium,Male,Married,Lower,7.0,9.0,0.219351852,Not trusted,10.0,7.0,0.2630555556
Malaysia,458070282,34.0,Rural,Low,Female,Married,Lower,10.0,10.0,0.251481482,Not trusted,10.0,8.0,0.4569444444
Malaysia,458070283,45.0,Rural,Medium,Female,Living together as married,Middle,10.0,10.0,0.40125,Trusted,10.0,10.0,0.2069444444
Malaysia,458070284,27.0,Rural,Low,Female,Married,Lower,8.0,10.0,0.24712963,Not trusted,9.0,8.0,0.4294444444
Malaysia,458070285,25.0,Rural,Low,Male,Married,Lower,7.0,6.0,0.182037037,Not trusted,10.0,6.0,0.4425
Malaysia,458070286,30.0,Rural,Low,Male,Single,Lower,7.0,8.0,0.335092593,Not trusted,10.0,6.0,0.3875
Malaysia,458070287,19.0,Rural,Medium,Female,Single,Higher,9.0,10.0,0.349537037,Not trusted,8.0,6.0,0.3325
Malaysia,458070288,41.0,Rural,Medium,Female,Single,Lower,9.0,10.0,0.507314815,Not trusted,10.0,10.0,0.1797222222
Malaysia,458070289,19.0,Rural,Low,Male,Single,Higher,8.0,8.0,0.232962963,Not trusted,10.0,7.0,0.4016666667
Malaysia,458070290,19.0,Rural,Medium,Female,Single,Lower,7.0,7.0,0.244398148,Not trusted,9.0,6.0,0.1522222222
Malaysia,458070291,31.0,Rural,Medium,Male,Married,Lower,8.0,8.0,0.28537037,Not trusted,10.0,9.0,0.0275
Malaysia,458070292,51.0,Rural,Medium,Male,Married,Lower,7.0,7.0,0.241944444,Not trusted,10.0,7.0,0.3183333333
Malaysia,458070293,30.0,Rural,Medium,Male,Single,Middle,5.0,5.0,0.455046296,Not trusted,8.0,5.0,0.5113888889
Malaysia,458070294,23.0,Rural,Medium,Male,Single,Lower,10.0,9.0,0.468796296,Not trusted,10.0,8.0,0.0275
Malaysia,458070295,56.0,Rural,Medium,Male,Married,Lower,9.0,9.0,0.463333333,Trusted,9.0,9.0,0.0
Malaysia,458070296,32.0,Rural,Medium,Male,Married,Higher,8.0,10.0,0.304722222,Not trusted,10.0,9.0,0.1383333333
Malaysia,458070297,38.0,Rural,Medium,Male,Single,Lower,9.0,10.0,0.357407407,Not trusted,10.0,7.0,0.0275
Malaysia,458070298,34.0,Rural,Medium,Male,Married,Higher,8.0,10.0,0.487592593,Trusted,9.0,8.0,0.2358333333
Malaysia,458070299,58.0,Rural,Medium,Female,Married,Lower,8.0,10.0,0.439398148,Not trusted,10.0,9.0,0.2916666667
Malaysia,458070300,24.0,Rural,Medium,Male,Married,Higher,8.0,8.0,0.490046296,Trusted,5.0,8.0,0.5816666667
Malaysia,458070301,22.0,Rural,High,Male,Single,Higher,9.0,7.0,0.490462963,Not trusted,8.0,7.0,0.4983333333
Malaysia,458070302,23.0,Rural,High,Male,Single,Higher,8.0,7.0,0.522037037,Trusted,6.0,8.0,0.5391666667
Malaysia,458070303,20.0,Rural,Medium,Female,Single,Lower,2.0,6.0,0.533611111,Trusted,10.0,1.0,0.2775
Malaysia,458070304,25.0,Rural,Low,Female,Single,Lower,6.0,10.0,0.390648148,Trusted,9.0,5.0,0.3733333333
Malaysia,458070305,38.0,Rural,Medium,Female,Married,Lower,8.0,8.0,0.357962963,Not trusted,5.0,8.0,0.5808333333
Malaysia,458070306,27.0,Rural,Low,Male,Single,Higher,10.0,10.0,0.31875,Not trusted,9.0,10.0,0.1513888889
Malaysia,458070307,26.0,Rural,Medium,Female,Single,Lower,5.0,6.0,0.511157407,Trusted,7.0,6.0,0.5255555556
Malaysia,458070308,56.0,Rural,Low,Male,Married,Lower,8.0,3.0,0.399907407,Trusted,6.0,6.0,0.5122222222
Malaysia,458070309,38.0,Rural,Medium,Male,Married,Lower,7.0,8.0,0.256666667,Trusted,8.0,9.0,0.4572222222
Malaysia,458070310,50.0,Rural,Low,Female,Married,Lower,2.0,5.0,0.416666667,Not trusted,10.0,5.0,0.3466666667
Malaysia,458070311,50.0,Rural,Low,Male,Married,Lower,1.0,4.0,0.395277778,Not trusted,10.0,5.0,0.1933333333
Malaysia,458070312,53.0,Rural,Medium,Female,Married,Lower,8.0,8.0,0.151944444,Trusted,6.0,8.0,0.4702777778
Malaysia,458070313,30.0,Rural,Medium,Female,Married,Higher,9.0,8.0,0.215277778,Not trusted,10.0,9.0,0.1388888889
Malaysia,458070314,31.0,Rural,Low,Male,Married,Lower,6.0,1.0,0.46037037,Trusted,7.0,6.0,0.6641666667
Malaysia,458070315,25.0,Rural,Low,Male,Married,Lower,3.0,5.0,0.44537037,Not trusted,10.0,5.0,0.3458333333
Malaysia,458070316,52.0,Rural,Medium,Female,Married,Lower,8.0,7.0,0.395277778,Trusted,7.0,7.0,0.4708333333
Malaysia,458070317,19.0,Rural,Medium,Female,Single,Higher,9.0,7.0,0.200277778,Not trusted,8.0,6.0,0.345
Malaysia,458070318,42.0,Rural,Low,Female,Married,Lower,5.0,5.0,0.455046296,Not trusted,10.0,4.0,0.1513888889
Malaysia,458070319,43.0,Rural,Low,Female,Married,Lower,6.0,7.0,0.510740741,Trusted,7.0,8.0,0.6366666667
Malaysia,458070320,54.0,Rural,Medium,Female,Married,Lower,7.0,6.0,0.318611111,Not trusted,10.0,6.0,0.36
Malaysia,458070321,50.0,Rural,Medium,Male,Married,Lower,5.0,6.0,0.410787037,Not trusted,6.0,6.0,0.3858333333
Malaysia,458070322,36.0,Rural,Low,Female,Married,Lower,6.0,4.0,0.230092593,Not trusted,10.0,5.0,0.4011111111
Malaysia,458070323,20.0,Rural,Medium,Female,Single,Lower,8.0,7.0,0.33875,Not trusted,6.0,8.0,0.4136111111
Malaysia,458070324,19.0,Rural,Low,Female,Single,Lower,2.0,1.0,0.3875,Not trusted,10.0,2.0,0.0413888889
Malaysia,458070325,31.0,Rural,Low,Female,Married,Higher,7.0,8.0,0.360555556,Not trusted,10.0,8.0,0.3741666667
Malaysia,458070326,33.0,Rural,Medium,Female,Married,Lower,8.0,7.0,0.249444444,Not trusted,10.0,6.0,0.3602777778
Malaysia,458070327,33.0,Rural,Medium,Male,Married,Lower,8.0,8.0,0.111111111,Not trusted,10.0,7.0,0.2638888889
Malaysia,458070328,35.0,Rural,Low,Female,Married,Lower,7.0,8.0,0.203703704,Not trusted,10.0,6.0,0.43
Malaysia,458070329,58.0,Rural,Low,Male,Married,Lower,7.0,6.0,0.304444444,Not trusted,10.0,6.0,0.4291666667
Malaysia,458070330,35.0,Rural,Low,Male,Single,Lower,7.0,6.0,0.40412037,Not trusted,6.0,6.0,0.4980555556
Malaysia,458070331,50.0,Rural,Low,Female,Widowed,Lower,7.0,8.0,0.339305556,Not trusted,7.0,6.0,0.5405555556
Malaysia,458070332,21.0,Rural,Low,Female,Single,Lower,7.0,8.0,0.334537037,Not trusted,10.0,7.0,0.3047222222
Malaysia,458070333,32.0,Rural,Low,Male,Married,Lower,6.0,6.0,0.314259259,Trusted,8.0,4.0,0.5669444444
Malaysia,458070334,45.0,Rural,Medium,Male,Married,Lower,7.0,7.0,0.200694444,Not trusted,5.0,7.0,0.5944444444
Malaysia,458070335,25.0,Rural,Low,Female,Single,Lower,8.0,8.0,0.186944444,Not trusted,9.0,7.0,0.4983333333
Malaysia,458070336,50.0,Rural,Medium,Male,Single,Higher,7.0,7.0,0.15712963,Not trusted,6.0,6.0,0.6916666667
Malaysia,458070337,27.0,Rural,Low,Female,Married,Lower,6.0,7.0,0.177962963,Not trusted,8.0,7.0,0.4566666667
Malaysia,458070338,53.0,Rural,Low,Male,Married,Lower,7.0,9.0,0.337268519,Not trusted,10.0,9.0,0.3322222222
Malaysia,458070339,24.0,Rural,Medium,Female,Married,Middle,6.0,5.0,0.304166667,Not trusted,10.0,5.0,0.3880555556
Malaysia,458070340,25.0,Rural,Medium,Male,Single,Lower,6.0,6.0,0.415833333,Not trusted,6.0,5.0,0.4019444444
Malaysia,458070341,20.0,Rural,Medium,Female,Single,Lower,8.0,6.0,0.503518519,Trusted,10.0,10.0,0.1516666667
Malaysia,458070342,50.0,Rural,Low,Male,Married,Lower,7.0,7.0,0.32787037,Not trusted,6.0,5.0,0.4294444444
Malaysia,458070343,53.0,Rural,Medium,Male,Married,Lower,6.0,6.0,0.6375,Not trusted,10.0,7.0,0.1375
Malaysia,458070344,38.0,Rural,Low,Female,Divorced,Lower,8.0,9.0,0.353333333,Not trusted,10.0,8.0,0.2080555556
Malaysia,458070345,45.0,Rural,Medium,Female,Married,Middle,6.0,6.0,0.295046296,Not trusted,6.0,7.0,0.4430555556
Malaysia,458070346,36.0,Rural,Medium,Female,Married,Higher,10.0,10.0,0.421666667,Not trusted,10.0,10.0,0.0825
Malaysia,458070347,35.0,Rural,Medium,Male,Married,Lower,8.0,6.0,0.415,Not trusted,7.0,7.0,0.4155555556
Malaysia,458070348,25.0,Rural,Low,Female,Married,Lower,9.0,10.0,0.519444444,Not trusted,10.0,8.0,0.3594444444
Malaysia,458070349,24.0,Rural,Low,Female,Single,Middle,7.0,7.0,0.57037037,Not trusted,10.0,6.0,0.43
Malaysia,458070350,28.0,Rural,Medium,Female,Married,Higher,5.0,5.0,0.24875,Not trusted,7.0,7.0,0.3038888889
Malaysia,458070351,32.0,Rural,Low,Female,Married,Lower,8.0,8.0,0.457777778,Not trusted,10.0,7.0,0.5119444444
Malaysia,458070352,28.0,Rural,Low,Male,Single,Middle,6.0,4.0,0.433518519,Not trusted,9.0,5.0,0.3741666667
Malaysia,458070353,67.0,Rural,Low,Male,Married,Lower,5.0,10.0,0.441018519,Not trusted,10.0,9.0,0.2902777778
Malaysia,458070354,58.0,Rural,Low,Female,Married,Lower,4.0,7.0,0.433796296,Not trusted,10.0,6.0,0.3325
Malaysia,458070355,28.0,Rural,Low,Female,Single,Lower,5.0,7.0,0.321203704,Not trusted,10.0,5.0,0.1794444444
Malaysia,458070356,39.0,Rural,Low,Male,Married,Lower,10.0,10.0,0.221944444,Not trusted,9.0,10.0,0.4711111111
Malaysia,458070357,34.0,Rural,Medium,Female,Divorced,Middle,7.0,8.0,0.42087963,Not trusted,10.0,7.0,0.1519444444
Malaysia,458070358,31.0,Rural,Low,Male,Married,Lower,8.0,10.0,0.325416667,Not trusted,10.0,8.0,0.3455555556
Malaysia,458070359,40.0,Rural,Medium,Male,Married,Lower,7.0,7.0,0.621574074,Trusted,10.0,7.0,0.3463888889
Malaysia,458070360,50.0,Rural,Low,Male,Married,Lower,8.0,8.0,0.563703704,Trusted,8.0,9.0,0.305
Malaysia,458070361,26.0,Rural,Low,Female,Married,Lower,8.0,8.0,0.459537037,Trusted,10.0,8.0,0.3466666667
Malaysia,458070362,35.0,Rural,Medium,Female,Married,Lower,9.0,8.0,0.594212963,Trusted,8.0,8.0,0.3466666667
Malaysia,458070363,50.0,Rural,Low,Male,Married,Lower,9.0,8.0,0.572962963,Trusted,8.0,8.0,0.4427777778
Malaysia,458070364,31.0,Rural,Medium,Female,Married,Higher,7.0,8.0,0.623333333,Trusted,8.0,8.0,0.3608333333
Malaysia,458070365,25.0,Rural,Medium,Female,Married,Middle,8.0,8.0,0.492777778,Trusted,8.0,8.0,0.4716666667
Malaysia,458070366,59.0,Rural,Medium,Male,Married,Higher,7.0,8.0,0.630277778,Trusted,8.0,8.0,0.3605555556
Malaysia,458070367,32.0,Rural,Medium,Female,Married,Lower,8.0,8.0,0.62375,Trusted,8.0,8.0,0.3466666667
Malaysia,458070368,30.0,Rural,Medium,Female,Single,Higher,9.0,9.0,0.269722222,Not trusted,9.0,9.0,0.2347222222
Malaysia,458070369,30.0,Rural,Medium,Male,Married,Higher,8.0,7.0,0.360138889,Not trusted,10.0,8.0,0.1933333333
Malaysia,458070370,18.0,Rural,Low,Male,Single,Lower,10.0,10.0,0.365324074,Not trusted,10.0,10.0,0.0138888889
Malaysia,458070371,40.0,Rural,Low,Female,Widowed,Lower,8.0,10.0,0.335648148,Not trusted,10.0,7.0,0.2483333333
Malaysia,458070372,50.0,Rural,Medium,Male,Divorced,Lower,9.0,10.0,0.299814815,Not trusted,10.0,5.0,0.345
Malaysia,458070373,34.0,Rural,Medium,Male,Single,Lower,8.0,8.0,0.589722222,Not trusted,10.0,8.0,0.4841666667
Malaysia,458070374,38.0,Rural,High,Male,Married,Lower,6.0,6.0,0.341203704,Not trusted,8.0,8.0,0.2897222222
Malaysia,458070375,38.0,Rural,Medium,Male,Married,Middle,8.0,8.0,0.556759259,Not trusted,9.0,9.0,0.5125
Malaysia,458070376,35.0,Rural,Medium,Female,Married,Lower,7.0,7.0,0.429861111,Not trusted,10.0,5.0,0.3183333333
Malaysia,458070377,26.0,Rural,Medium,Male,Married,Lower,8.0,8.0,0.336574074,Not trusted,8.0,8.0,0.2491666667
Malaysia,458070378,30.0,Rural,Medium,Male,Single,Higher,7.0,7.0,0.23787037,Not trusted,10.0,6.0,0.2211111111
Malaysia,458070379,51.0,Rural,Medium,Female,Married,Lower,9.0,9.0,0.30212963,Not trusted,8.0,8.0,0.2341666667
Malaysia,458070380,40.0,Rural,Medium,Male,Married,Lower,9.0,8.0,0.316712963,Not trusted,7.0,9.0,0.3322222222
Malaysia,458070381,57.0,Rural,Medium,Male,Married,Lower,8.0,6.0,0.526111111,Not trusted,8.0,6.0,0.3466666667
Malaysia,458070382,53.0,Rural,Low,Female,Married,Lower,8.0,9.0,0.177546296,Trusted,10.0,10.0,0.1513888889
Malaysia,458070383,64.0,Rural,Low,Male,Married,Lower,9.0,10.0,0.165833333,Not trusted,10.0,8.0,0.11
Malaysia,458070384,40.0,Rural,Medium,Female,Married,Lower,8.0,7.0,0.341481482,Not trusted,10.0,7.0,0.4436111111
Malaysia,458070385,50.0,Rural,Low,Female,Married,Lower,8.0,8.0,0.327453704,Not trusted,10.0,8.0,0.4147222222
Malaysia,458070386,36.0,Rural,Medium,Female,Married,Middle,9.0,9.0,0.387916667,Not trusted,8.0,8.0,0.25
Malaysia,458070387,24.0,Rural,Medium,Female,Single,Middle,9.0,9.0,0.336435185,Not trusted,10.0,9.0,0.25
Malaysia,458070388,57.0,Rural,Medium,Female,Married,Lower,9.0,9.0,0.458981482,Not trusted,9.0,9.0,0.2775
Malaysia,458070389,44.0,Rural,Medium,Male,Married,Lower,9.0,9.0,0.194444444,Trusted,7.0,9.0,0.2908333333
Malaysia,458070390,51.0,Rural,Low,Male,Married,Lower,6.0,9.0,0.482962963,Not trusted,8.0,6.0,0.3188888889
Malaysia,458070391,43.0,Rural,Low,Female,Widowed,Lower,9.0,9.0,0.39037037,Not trusted,8.0,9.0,0.305
Malaysia,458070392,66.0,Rural,Low,Female,Widowed,Lower,7.0,6.0,0.228333333,Not trusted,8.0,7.0,0.3180555556
Malaysia,458070393,19.0,Rural,Medium,Male,Single,Higher,9.0,10.0,0.424259259,Not trusted,8.0,6.0,0.305
Malaysia,458070394,32.0,Rural,Low,Male,Divorced,Higher,6.0,9.0,0.519444444,Not trusted,10.0,5.0,0.5258333333
Malaysia,458070395,24.0,Rural,Medium,Female,Married,Lower,9.0,9.0,0.371990741,Not trusted,8.0,8.0,0.4294444444
Malaysia,458070396,28.0,Rural,Low,Male,Single,Lower,7.0,7.0,0.279814815,Trusted,8.0,6.0,0.4297222222
Malaysia,458070397,25.0,Rural,Low,Male,Single,Lower,7.0,8.0,0.312083333,Trusted,6.0,7.0,0.3608333333
Malaysia,458070398,38.0,Rural,Medium,Male,Married,Higher,6.0,6.0,0.156851852,Not trusted,6.0,7.0,0.4569444444
Malaysia,458070399,33.0,Rural,Low,Female,Married,Lower,7.0,6.0,0.420324074,Trusted,10.0,8.0,0.4155555556
Malaysia,458070400,19.0,Rural,Low,Female,Single,Lower,8.0,5.0,0.511944444,Not trusted,10.0,5.0,0.3188888889
Malaysia,458070401,58.0,Urban,Medium,Male,Married,Middle,4.0,6.0,0.644444444,Not trusted,5.0,4.0,0.415
Malaysia,458070402,53.0,Urban,Medium,Male,Married,Middle,7.0,6.0,0.510462963,Not trusted,6.0,5.0,0.4838888889
Malaysia,458070403,28.0,Urban,Medium,Male,Married,Middle,8.0,7.0,0.412824074,Trusted,6.0,8.0,0.4430555556
Malaysia,458070404,59.0,Urban,Medium,Male,Married,Lower,6.0,7.0,0.429722222,Not trusted,3.0,5.0,0.7616666667
Malaysia,458070405,59.0,Urban,High,Male,Married,Higher,9.0,8.0,0.573657407,Trusted,10.0,9.0,0.2619444444
Malaysia,458070406,55.0,Urban,High,Male,Married,Higher,5.0,6.0,0.605231482,Not trusted,5.0,5.0,0.7752777778
Malaysia,458070407,58.0,Urban,Medium,Male,Married,Lower,7.0,7.0,0.664722222,Not trusted,5.0,7.0,0.5944444444
Malaysia,458070408,74.0,Urban,Low,Male,Single,Higher,6.0,8.0,0.522175926,Not trusted,7.0,3.0,0.5391666667
Malaysia,458070409,62.0,Urban,High,Male,Married,Lower,3.0,7.0,0.656018519,Not trusted,1.0,4.0,0.5125
Malaysia,458070410,60.0,Urban,Medium,Male,Married,Lower,8.0,7.0,0.64037037,Trusted,7.0,6.0,0.4
Malaysia,458070411,52.0,Urban,High,Female,Single,Lower,5.0,5.0,0.498888889,Not trusted,5.0,5.0,0.6502777778
Malaysia,458070412,59.0,Urban,Medium,Female,Married,Higher,8.0,8.0,0.508148148,Not trusted,8.0,8.0,0.3880555556
Malaysia,458070413,57.0,Urban,Low,Female,Married,Higher,6.0,7.0,0.38,Not trusted,10.0,7.0,0.3880555556
Malaysia,458070414,51.0,Urban,High,Female,Married,Higher,8.0,9.0,0.647175926,Trusted,5.0,8.0,0.6780555556
Malaysia,458070415,53.0,Urban,Medium,Male,Single,Lower,5.0,5.0,0.401805556,Not trusted,2.0,5.0,0.65
Malaysia,458070416,50.0,Urban,Medium,Female,Married,Lower,7.0,7.0,0.493055556,Not trusted,5.0,7.0,0.5944444444
Malaysia,458070417,54.0,Urban,High,Male,Married,Middle,9.0,8.0,0.33875,Not trusted,10.0,10.0,0.2072222222
Malaysia,458070418,64.0,Urban,Medium,Male,Married,Lower,2.0,3.0,0.517824074,Not trusted,3.0,3.0,0.4836111111
Malaysia,458070419,56.0,Urban,Medium,Female,Married,Lower,5.0,5.0,0.564259259,Not trusted,6.0,4.0,0.5527777778
Malaysia,458070420,62.0,Urban,High,Male,Married,Middle,8.0,7.0,0.61287037,Trusted,6.0,9.0,0.65
Malaysia,458070421,51.0,Urban,Medium,Male,Married,Higher,7.0,6.0,0.435555556,Not trusted,10.0,6.0,0.1241666667
Malaysia,458070422,54.0,Urban,Low,Female,Single,Lower,8.0,9.0,0.269583333,Not trusted,10.0,7.0,0.1655555556
Malaysia,458070423,57.0,Urban,Low,Female,Single,Lower,7.0,8.0,0.36912037,Not trusted,10.0,6.0,0.3588888889
Malaysia,458070424,54.0,Urban,Medium,Male,Married,Lower,7.0,6.0,0.37837963,Not trusted,8.0,4.0,0.5805555556
Malaysia,458070425,64.0,Rural,Low,Female,Single,Higher,8.0,6.0,0.559074074,Not trusted,1.0,6.0,0.6777777778
Malaysia,458070426,74.0,Rural,Medium,Male,Married,Higher,8.0,8.0,0.49712963,Not trusted,10.0,5.0,0.2066666667
Malaysia,458070427,63.0,Urban,Low,Male,Married,Higher,6.0,5.0,0.283472222,Not trusted,10.0,8.0,0.1936111111
Malaysia,458070428,55.0,Urban,Medium,Female,Married,Lower,8.0,7.0,0.401944444,Not trusted,10.0,8.0,0.3733333333
Malaysia,458070429,70.0,Urban,Medium,Female,Married,Lower,8.0,7.0,0.472222222,Not trusted,8.0,8.0,0.2625
Malaysia,458070430,51.0,Urban,Medium,Female,Single,Lower,8.0,6.0,0.283888889,Not trusted,10.0,8.0,0.3041666667
Malaysia,458070431,52.0,Urban,Medium,Male,Single,Lower,7.0,7.0,0.621296296,Not trusted,6.0,5.0,0.3736111111
Malaysia,458070432,57.0,Urban,Medium,Male,Married,Lower,7.0,7.0,0.320925926,Not trusted,9.0,6.0,0.3733333333
Malaysia,458070433,65.0,Urban,Medium,Male,Married,Lower,5.0,3.0,0.381388889,Not trusted,5.0,4.0,0.525
Malaysia,458070434,60.0,Urban,Medium,Male,Married,Lower,9.0,9.0,0.435555556,Trusted,8.0,7.0,0.3452777778
Malaysia,458070435,56.0,Urban,Medium,Female,Married,Lower,8.0,10.0,0.700277778,Trusted,8.0,7.0,0.5258333333
Malaysia,458070436,57.0,Urban,High,Male,Married,Lower,8.0,9.0,0.344074074,Not trusted,5.0,8.0,0.3308333333
Malaysia,458070437,52.0,Urban,Medium,Female,Married,Lower,7.0,7.0,0.325416667,Not trusted,7.0,8.0,0.6372222222
Malaysia,458070438,56.0,Urban,Low,Female,Married,Lower,8.0,8.0,0.44212963,Not trusted,10.0,6.0,0.3741666667
Malaysia,458070439,59.0,Urban,Medium,Male,Married,Lower,8.0,8.0,0.221111111,Not trusted,10.0,5.0,0.3458333333
Malaysia,458070440,50.0,Urban,High,Male,Widowed,Higher,7.0,6.0,0.375787037,Trusted,7.0,4.0,0.4833333333
Malaysia,458070441,61.0,Urban,High,Male,Married,Higher,5.0,5.0,0.491111111,Not trusted,6.0,5.0,0.6916666667
Malaysia,458070442,34.0,Urban,High,Female,Widowed,Lower,7.0,7.0,0.410925926,Not trusted,8.0,6.0,0.5672222222
Malaysia,458070443,36.0,Urban,Medium,Male,Married,Lower,5.0,7.0,0.475601852,Trusted,6.0,7.0,0.5811111111
Malaysia,458070444,56.0,Urban,Medium,Male,Married,Lower,9.0,9.0,0.461296296,Not trusted,10.0,9.0,0.0966666667
Malaysia,458070445,67.0,Urban,Medium,Male,Married,Higher,7.0,7.0,0.449861111,Not trusted,3.0,8.0,0.8591666667
Malaysia,458070446,53.0,Urban,Medium,Male,Divorced,Higher,8.0,10.0,0.513333333,Not trusted,10.0,8.0,0.3877777778
Malaysia,458070447,37.0,Urban,Medium,Male,Married,Middle,10.0,10.0,0.411481482,Not trusted,10.0,10.0,0.3744444444
Malaysia,458070448,23.0,Urban,Medium,Female,Single,Lower,5.0,5.0,0.580462963,Trusted,5.0,5.0,0.5258333333
Malaysia,458070449,46.0,Rural,Low,Female,Married,Higher,5.0,6.0,0.43,Not trusted,10.0,2.0,0.3186111111
Malaysia,458070450,43.0,Urban,Medium,Male,Married,Middle,7.0,7.0,0.3325,Not trusted,10.0,6.0,0.0
Malaysia,458070451,58.0,Urban,Medium,Male,Married,Higher,7.0,8.0,0.385046296,Trusted,9.0,7.0,0.11
Malaysia,458070452,27.0,Urban,Medium,Female,Married,Middle,8.0,8.0,0.387638889,Not trusted,9.0,7.0,0.4297222222
Malaysia,458070453,55.0,Urban,High,Female,Married,Higher,7.0,6.0,0.3325,Not trusted,10.0,6.0,0.22
Malaysia,458070454,36.0,Urban,Medium,Female,Married,Lower,7.0,8.0,0.583333333,Not trusted,8.0,8.0,0.4433333333
Malaysia,458070455,27.0,Urban,Medium,Male,Married,Middle,8.0,5.0,0.300509259,Not trusted,10.0,5.0,0.2772222222
Malaysia,458070456,27.0,Urban,Medium,Male,Married,Higher,8.0,9.0,0.423333333,Trusted,9.0,5.0,0.4983333333
Malaysia,458070457,29.0,Urban,Medium,Female,Married,Lower,8.0,8.0,0.517685185,Not trusted,10.0,8.0,0.36
Malaysia,458070458,50.0,Urban,Low,Male,Living together as married,Higher,2.0,2.0,0.450555556,Not trusted,10.0,1.0,0.5263888889
Malaysia,458070459,34.0,Urban,Medium,Male,Married,Middle,6.0,5.0,0.522314815,Not trusted,5.0,6.0,0.7494444444
Malaysia,458070460,34.0,Urban,Medium,Male,Single,Higher,4.0,4.0,0.492222222,Not trusted,7.0,4.0,0.6363888889
Malaysia,458070461,68.0,Urban,Medium,Female,Married,Lower,5.0,7.0,0.341759259,Trusted,8.0,6.0,0.4702777778
Malaysia,458070462,39.0,Urban,Medium,Male,Married,Higher,8.0,8.0,0.279675926,Not trusted,10.0,8.0,0.2208333333
Malaysia,458070463,30.0,Urban,Low,Female,Married,Lower,8.0,9.0,0.39662037,Not trusted,10.0,6.0,0.1797222222
