respondent_id,country,sex,age,urban_rural,income_level,marital_status,education,life_satisfaction,freedom_of_choice,financial_satisfaction,trust_people,importance_of_god,emancipative_values,secular_values,avg_satisfaction,age_group
458070450,Malaysia,Male,43,Urban,Medium,Married,Middle,7,7,6,Not trusted,10,0.3325,0,6.5,29-44
458070489,Malaysia,Female,43,Urban,Medium,Single,Higher,5,6,4,Not trusted,10,0.332083333,0.4708333333,4.5,29-44
458070636,Malaysia,Male,43,Urban,High,Married,Middle,7,7,7,Not trusted,8,0.379074074,0.6927777778,7,29-44
458070639,Malaysia,Male,43,Urban,High,Married,Higher,5,7,5,Not trusted,8,0.431759259,0.4708333333,5,29-44
458070692,Malaysia,Female,43,Urban,Medium,Married,Middle,8,7,7,Not trusted,6,0.471111111,0.6097222222,7.5,29-44
458070697,Malaysia,Female,43,Urban,Medium,Married,Lower,9,9,7,Not trusted,10,0.41037037,0.4152777778,8,29-44
458070722,Malaysia,Female,43,Urban,High,Single,Lower,7,9,7,Not trusted,10,0.498611111,0.4836111111,7,29-44
458070739,Malaysia,Male,43,Urban,Medium,Divorced,Higher,5,6,2,Not trusted,7,0.44087963,0.235,3.5,29-44
458070758,Malaysia,Male,43,Urban,Low,Separated,Middle,5,3,2,Not trusted,10,0.30962963,0.5683333333,3.5,29-44
458070797,Malaysia,Male,43,Urban,Medium,Separated,Middle,5,5,5,Trusted,9,0.370092593,0.3741666667,5,29-44
458070819,Malaysia,Male,43,Urban,Medium,Single,Lower,5,5,6,Trusted,10,0.411203704,0.2338888889,5.5,29-44
458070873,Malaysia,Male,43,Urban,Medium,Married,Middle,7,7,7,Trusted,10,0.542314815,0.5116666667,7,29-44
458070877,Malaysia,Female,43,Urban,Medium,Married,Higher,8,9,7,Not trusted,5,0.456388889,0.5811111111,7.5,29-44
458071079,Malaysia,Male,43,Rural,Medium,Single,Higher,8,8,8,Not trusted,10,0.46375,0.3877777778,8,29-44
458071080,Malaysia,Female,43,Urban,Medium,Married,Lower,8,9,8,Not trusted,10,0.159444444,0.2491666667,8,29-44
458071089,Malaysia,Female,43,Urban,Medium,Married,Higher,8,7,7,Not trusted,10,0.498888889,0.5125,7.5,29-44
458071187,Malaysia,Female,43,Urban,High,Married,Middle,8,8,8,Trusted,10,0.240462963,0.0825,8,29-44
792070197,Turkey,Male,43,Urban,Medium,Single,Lower,6,8,4,Not trusted,10,0.576759259,0.1938888889,5,29-44
792070325,Turkey,Female,43,Urban,Medium,Married,Higher,8,10,8,Not trusted,9,0.50462963,0.2505966667,8,29-44
792070119,Turkey,Male,43,Urban,Medium,Married,Higher,7,7,4,Not trusted,10,0.491666667,0.2347222222,5.5,29-44
792070301,Turkey,Female,43,Rural,Low,Married,Lower,4,5,2,Not trusted,8,0.697962963,0.4283333333,3,29-44
792071071,Turkey,Male,43,Rural,Medium,Married,Higher,6,4,4,Not trusted,10,0.421666667,0.0555555556,5,29-44
792070426,Turkey,Female,43,Urban,Medium,Married,Higher,7,6,7,Not trusted,6,0.476296296,0.345,7,29-44
792070137,Turkey,Female,43,Urban,High,Married,Lower,9,9,7,Not trusted,10,0.308796296,0.0416666667,8,29-44
792071118,Turkey,Female,43,Rural,Medium,Married,Middle,3,6,5,Not trusted,10,0.284166667,0.18,4,29-44
792072358,Turkey,Female,43,Urban,Low,Married,Lower,5,8,4,Not trusted,10,0.2075,0.18325,4.5,29-44
792071108,Turkey,Female,43,Urban,Medium,Married,Lower,9,7,8,Not trusted,10,0.350601852,0.2491666667,8.5,29-44
792072264,Turkey,Male,43,Urban,Medium,Married,Lower,7,4,5,Not trusted,8,0.480092593,0.5911111111,6,29-44
792071513,Turkey,Male,43,Urban,Medium,Married,Middle,9,6,7,Not trusted,8,0.207083333,0.1513888889,8,29-44
792071617,Turkey,Male,43,Urban,Low,Married,Lower,10,7,2,Not trusted,10,0.159722222,0.1938888889,6,29-44
344071695,Hong Kong SAR,Female,42,Urban,Medium,Married,Higher,8,8,7,Not trusted,10,0.638888889,0.2483333333,7.5,29-44
344070545,Hong Kong SAR,Female,42,Urban,Low,Widowed,Lower,10,6,3,Not trusted,5,0.406018519,0.2213888889,6.5,29-44
344071651,Hong Kong SAR,Male,42,Urban,Medium,Married,Higher,7,7,7,Trusted,7,0.641851852,0.595,7,29-44
344070866,Hong Kong SAR,Female,42,Urban,Medium,Married,Middle,7,8,7,Trusted,6,0.385462963,0.6227777778,7,29-44
344071385,Hong Kong SAR,Female,42,Urban,Medium,Married,Higher,7,8,7,Not trusted,7,0.413240741,0.4433333333,7,29-44
344071092,Hong Kong SAR,Female,42,Urban,Medium,Married,Higher,8,8,7,Not trusted,7,0.417453704,0.4011111111,7.5,29-44
344070164,Hong Kong SAR,Male,42,Urban,Medium,Married,Middle,6,7,5,Trusted,10,0.669768519,0.3038888889,5.5,29-44
344070758,Hong Kong SAR,Female,42,Urban,Low,Married,Lower,10,9,5,Not trusted,1,0.269444444,0.6791666667,7.5,29-44
344070734,Hong Kong SAR,Female,42,Urban,Low,Married,Middle,7,8,6,Not trusted,9,0.334537037,0.3733333333,6.5,29-44
344070603,Hong Kong SAR,Female,42,Urban,Low,Married,Lower,1,3,1,Not trusted,9,0.322962963,0.1666666667,1,29-44
344070335,Hong Kong SAR,Female,42,Urban,Medium,Married,Middle,8,7,7,Trusted,8,0.533194444,0.3313888889,7.5,29-44
344071403,Hong Kong SAR,Male,42,Urban,Medium,Married,Middle,7,7,2,Not trusted,6,0.436388889,0.3452777778,4.5,29-44
344071718,Hong Kong SAR,Female,42,Urban,Medium,Married,Higher,6,6,7,Not trusted,9,0.352638889,0.3455555556,6.5,29-44
344070610,Hong Kong SAR,Female,42,Urban,Medium,Married,Higher,8,7,7,Trusted,7,0.63462963,0.4563888889,7.5,29-44
344071574,Hong Kong SAR,Female,42,Urban,Medium,Single,Higher,7,7,7,Not trusted,6,0.390648148,0.7058333333,7,29-44
344071262,Hong Kong SAR,Female,42,Urban,Medium,Married,Higher,6,7,6,Not trusted,5,0.643101852,0.3866666667,6,29-44
344070297,Hong Kong SAR,Female,42,Urban,Low,Married,Middle,7,7,7,Trusted,8,0.524907407,0.3591666667,7,29-44
344070939,Hong Kong SAR,Male,42,Urban,Medium,Married,Higher,6,3,7,Not trusted,6,0.749444444,0.4283333333,6.5,29-44
344071724,Hong Kong SAR,Female,42,Urban,High,Married,Higher,8,8,8,Trusted,7,0.464722222,0.5808333333,8,29-44
344071477,Hong Kong SAR,Male,42,Urban,High,Married,Middle,5,5,5,Not trusted,5,0.555,0.7077777778,5,29-44
344071614,Hong Kong SAR,Male,42,Urban,Medium,Married,Higher,5,5,5,Not trusted,5,0.449861111,0.8183333333,5,29-44
344070902,Hong Kong SAR,Female,42,Urban,Low,Married,Middle,6,3,6,Not trusted,2,0.394722222,0.4280555556,6,29-44
344071605,Hong Kong SAR,Female,42,Urban,Medium,Single,Middle,8,7,9,Not trusted,10,0.476018519,0.3180555556,8.5,29-44
344071109,Hong Kong SAR,Female,42,Urban,Medium,Single,Lower,6,8,6,Not trusted,6,0.331944444,0.3038888889,6,29-44
344070677,Hong Kong SAR,Female,42,Urban,Low,Married,Lower,6,7,6,Not trusted,1,0.447962963,0.6037808333,6,29-44
344071358,Hong Kong SAR,Male,42,Urban,Low,Married,Higher,8,8,8,Trusted,8,0.520833333,0.5275,8,29-44
360070300,Indonesia,Female,42,Urban,Low,Married,Middle,8,4,2,Not trusted,10,0.58875,0.5683333333,5,29-44
360070388,Indonesia,Female,42,Urban,Medium,Married,Middle,8,7,5,Not trusted,10,0.18625,0.1661111111,6.5,29-44
360071447,Indonesia,Male,42,Rural,Medium,Married,Lower,5,5,5,Not trusted,10,0.235833333,0.1383333333,5,29-44
360070179,Indonesia,Male,42,Urban,Low,Married,Lower,10,1,10,Not trusted,10,0.16625,0.1925,10,29-44
360071337,Indonesia,Female,42,Urban,Medium,Married,Higher,8,8,7,Not trusted,8,0.327175926,0.3172222222,7.5,29-44
360072701,Indonesia,Female,42,Rural,Medium,Married,Lower,5,5,5,Not trusted,10,0.21662037,0.11,5,29-44
360071279,Indonesia,Male,42,Urban,Low,Married,Middle,6,8,8,Not trusted,10,0.514259259,0.3463888889,7,29-44
360072879,Indonesia,Female,42,Urban,Medium,Married,Lower,9,8,10,Not trusted,10,0.108518519,0.4016666667,9.5,29-44
360071030,Indonesia,Female,42,Rural,Medium,Married,Lower,5,10,5,Not trusted,9,0.249444444,0.4155555556,5,29-44
360071399,Indonesia,Male,42,Rural,Medium,Married,Lower,10,10,8,Not trusted,10,0.185833333,0.1238888889,9,29-44
360072513,Indonesia,Female,42,Rural,Medium,Divorced,Lower,10,7,10,Not trusted,10,0.258425926,0.0413888889,10,29-44
360070184,Indonesia,Female,42,Rural,Low,Married,Lower,7,8,6,Not trusted,9,0.24412037,0.3188888889,6.5,29-44
360071374,Indonesia,Male,42,Urban,Low,Married,Lower,3,3,3,Not trusted,5,0.28375,0.1238888889,3,29-44
360072121,Indonesia,Male,42,Rural,Medium,Married,Higher,8,7,7,Trusted,10,0.538518519,0.1925,7.5,29-44
360070655,Indonesia,Male,42,Urban,Low,Married,Lower,10,10,3,Not trusted,10,0.214583333,0.0277777778,6.5,29-44
360071771,Indonesia,Female,42,Urban,Medium,Married,Lower,1,10,1,Not trusted,10,0.34625,0.1938888889,1,29-44
360070544,Indonesia,Male,42,Rural,Medium,Divorced,Lower,10,3,10,Not trusted,10,0.163518519,0.0416666667,10,29-44
360070352,Indonesia,Female,42,Urban,Medium,Married,Middle,7,6,6,Not trusted,10,0.31125,0.5261111111,6.5,29-44
360070366,Indonesia,Male,42,Rural,Medium,Married,Higher,7,8,7,Not trusted,10,0.422916667,0.1930555556,7,29-44
360072494,Indonesia,Female,42,Urban,Medium,Married,Higher,6,6,6,Not trusted,10,0.437083333,0.11,6,29-44
360073054,Indonesia,Female,42,Rural,Low,Married,Lower,10,10,10,Not trusted,10,0.22125,0.36,10,29-44
360071613,Indonesia,Male,42,Rural,Medium,Married,Middle,8,8,9,Not trusted,10,0.498611111,0.2491666667,8.5,29-44
360071197,Indonesia,Female,42,Rural,Medium,Divorced,Higher,8,8,7,Not trusted,10,0.391851852,0.3463888889,7.5,29-44
360073123,Indonesia,Female,42,Rural,Low,Married,Lower,10,4,10,Not trusted,10,0.401666667,0.2075,10,29-44
360071054,Indonesia,Male,42,Rural,Medium,Divorced,Middle,5,10,5,Not trusted,10,0.33875,0.3880555556,5,29-44
360073021,Indonesia,Female,42,Rural,High,Married,Lower,10,10,10,Not trusted,10,0.207916667,0.0833333333,10,29-44
360072000,Indonesia,Female,42,Rural,Medium,Married,Lower,7,8,5,Not trusted,10,0.350601852,0.4427777778,6,29-44
360072898,Indonesia,Female,42,Urban,Medium,Married,Lower,7,7,6,Not trusted,10,0.394722222,0.3461111111,6.5,29-44
360071581,Indonesia,Female,42,Rural,Medium,Married,Lower,6,8,6,Not trusted,10,0.352916667,0.2622222222,6,29-44
360072739,Indonesia,Female,42,Urban,Low,Married,Lower,7,10,5,Trusted,9,0.235694444,0.4572222222,6,29-44
360070279,Indonesia,Female,42,Rural,Medium,Married,Middle,8,7,7,Not trusted,10,0.476018519,0.2755555556,7.5,29-44
360072439,Indonesia,Male,42,Rural,Low,Married,Lower,4,3,2,Not trusted,10,0.325416667,0.1519444444,3,29-44
360071980,Indonesia,Female,42,Rural,Medium,Married,Lower,5,10,5,Not trusted,10,0.325416667,0.1158888889,5,29-44
360072616,Indonesia,Female,42,Rural,Medium,Married,Lower,10,2,1,Not trusted,10,0.401666667,0.1247222222,5.5,29-44
360070669,Indonesia,Male,42,Urban,Medium,Married,Middle,10,10,10,Trusted,10,0.234583333,0.0825,10,29-44
360071832,Indonesia,Female,42,Rural,Medium,Married,Lower,5,10,5,Not trusted,10,0.27,0.2755555556,5,29-44
360072032,Indonesia,Male,42,Rural,Low,Divorced,Middle,7,5,5,Not trusted,10,0.226296296,0.3608333333,6,29-44
458070034,Malaysia,Female,42,Rural,Medium,Married,Lower,6,6,6,Not trusted,5,0.376342593,0.2755555556,6,29-44
458070035,Malaysia,Male,42,Rural,Low,Married,Lower,10,10,5,Not trusted,9,0.410787037,0.2897222222,7.5,29-44
458070072,Malaysia,Male,42,Rural,Medium,Married,Higher,10,10,10,Not trusted,10,0.260462963,0.3180555556,10,29-44
458070102,Malaysia,Female,42,Rural,High,Married,Lower,10,10,10,Not trusted,9,0.37620370400000003,0.22,10,29-44
458070170,Malaysia,Male,42,Rural,Medium,Married,Lower,10,10,10,Not trusted,10,0.253101852,0.2638888889,10,29-44
458070198,Malaysia,Female,42,Rural,Medium,Married,Lower,6,8,8,Trusted,5,0.592037037,0.3875,7,29-44
458070279,Malaysia,Male,42,Rural,Medium,Married,Lower,7,6,6,Not trusted,10,0.269444444,0.5533333333,6.5,29-44
458070318,Malaysia,Female,42,Rural,Low,Married,Lower,5,5,4,Not trusted,10,0.455046296,0.1513888889,4.5,29-44
458070713,Malaysia,Male,42,Urban,Medium,Married,Lower,6,6,6,Trusted,7,0.403703704,0.5394444444,6,29-44
458070742,Malaysia,Male,42,Urban,High,Married,Higher,5,4,3,Not trusted,10,0.403148148,0.7469444444,4,29-44
458070743,Malaysia,Male,42,Urban,Medium,Married,Middle,8,8,8,Trusted,8,0.567916667,0.5530555556,8,29-44
458071061,Malaysia,Male,42,Urban,Low,Married,Lower,8,7,8,Not trusted,10,0.374166667,0.0827777778,8,29-44
458071108,Malaysia,Female,42,Urban,Low,Married,Lower,10,10,4,Not trusted,10,0.429305556,0.2211111111,7,29-44
458071180,Malaysia,Female,42,Urban,Medium,Married,Higher,4,7,2,Not trusted,10,0.390648148,0.0275,3,29-44
458071199,Malaysia,Male,42,Urban,High,Married,Lower,6,6,6,Not trusted,6,0.464444444,0.4297222222,6,29-44
792071765,Turkey,Male,42,Urban,Medium,Married,Lower,7,10,2,Not trusted,10,0.612592593,0.5966666667,4.5,29-44
792071345,Turkey,Male,42,Urban,Medium,Married,Higher,8,8,6,Not trusted,10,0.33875,0.1617916667,7,29-44
792071235,Turkey,Female,42,Rural,Medium,Divorced,Higher,4,5,4,Not trusted,5,0.206666667,0.3175,4,29-44
792070846,Turkey,Female,42,Urban,Medium,Married,Lower,7,5,6,Not trusted,2,0.18162037,0.3191666667,6.5,29-44
792071567,Turkey,Male,42,Urban,High,Married,Higher,9,8,7,Not trusted,9,0.279537037,0.1241666667,8,29-44
792070193,Turkey,Male,42,Urban,Medium,Married,Middle,5,5,5,Not trusted,6,0.670740741,0.4983333333,5,29-44
792070367,Turkey,Female,42,Urban,Medium,Married,Higher,7,7,7,Not trusted,5,0.560972222,0.3249166667,7,29-44
792072274,Turkey,Male,42,Urban,High,Single,Middle,8,8,7,Not trusted,6,0.416666667,0.3183333333,7.5,29-44
792070916,Turkey,Female,42,Urban,Medium,Married,Lower,7,7,8,Not trusted,8,0.172361111,0.305,7.5,29-44
792071538,Turkey,Male,42,Urban,Medium,Married,Lower,2,7,3,Not trusted,10,0.479166667,0.3875,2.5,29-44
792071533,Turkey,Female,42,Urban,Medium,Married,Lower,7,10,7,Not trusted,10,0.234583333,0.125,7,29-44
792070782,Turkey,Female,42,Urban,High,Married,Higher,9,5,7,Not trusted,10,0.349305556,0.4566666667,8,29-44
792070589,Turkey,Female,42,Urban,Medium,Married,Lower,9,3,7,Not trusted,1,0.690382963,0.795645,8,29-44
792072308,Turkey,Male,42,Urban,Medium,Married,Lower,7,6,7,Not trusted,7,0.357685185,0.1513888889,7,29-44
792071894,Turkey,Male,42,Rural,Medium,Married,Lower,4,5,6,Not trusted,10,0.268240741,0.3164166667,5,29-44
792071547,Turkey,Female,42,Urban,Medium,Married,Lower,7,4,4,Not trusted,10,0.228611111,0.0830555556,5.5,29-44
792071434,Turkey,Female,42,Urban,Medium,Married,Higher,5,5,6,Not trusted,9,0.667592593,0.3866666667,5.5,29-44
792070910,Turkey,Male,42,Urban,Medium,Single,Lower,4,5,5,Not trusted,6,0.429166667,0.2908333333,4.5,29-44
792070347,Turkey,Female,42,Urban,Medium,Married,Lower,5,3,10,Not trusted,4,0.40875,0.2208333333,7.5,29-44
344070942,Hong Kong SAR,Male,41,Urban,Medium,Single,Middle,7,6,6,Not trusted,6,0.545185185,0.6361111111,6.5,29-44
344071615,Hong Kong SAR,Male,41,Urban,Medium,Single,Higher,6,5,5,Not trusted,6,0.394861111,0.6366666667,5.5,29-44
344070189,Hong Kong SAR,Female,41,Urban,Low,Married,Middle,8,8,8,Not trusted,4,0.394583333,0.36,8,29-44
344070747,Hong Kong SAR,Male,41,Urban,Medium,Single,Higher,7,8,7,Not trusted,7,0.449444444,0.3866666667,7,29-44
344071737,Hong Kong SAR,Female,41,Urban,Medium,Single,Higher,5,6,6,Trusted,1,0.500787037,0.4008333333,5.5,29-44
344070311,Hong Kong SAR,Male,41,Urban,Medium,Married,Middle,8,8,7,Not trusted,3,0.442916667,0.4841666667,7.5,29-44
344071552,Hong Kong SAR,Female,41,Urban,Medium,Married,Middle,6,5,5,Not trusted,5,0.485277778,0.7475,5.5,29-44
344071489,Hong Kong SAR,Female,41,Urban,Medium,Single,Middle,5,5,5,Not trusted,5,0.533194444,0.65,5,29-44
344071456,Hong Kong SAR,Female,41,Urban,Low,Single,Middle,5,5,5,Not trusted,8,0.730925926,0.5258333333,5,29-44
344071656,Hong Kong SAR,Male,41,Urban,Medium,Married,Higher,6,5,6,Not trusted,6,0.468796296,0.4711111111,6,29-44
344071739,Hong Kong SAR,Male,41,Urban,Medium,Married,Higher,7,7,6,Not trusted,7,0.39037037,0.4283333333,6.5,29-44
344071733,Hong Kong SAR,Female,41,Urban,Medium,Single,Middle,5,5,6,Not trusted,6,0.529398148,0.6916666667,5.5,29-44
344071363,Hong Kong SAR,Male,41,Urban,Medium,Living together as married,Middle,7,7,7,Trusted,6,0.625787037,0.7066666667,7,29-44
344070291,Hong Kong SAR,Female,41,Urban,Medium,Married,Middle,7,7,6,Not trusted,1,0.628101852,0.4286111111,6.5,29-44
344071744,Hong Kong SAR,Female,41,Urban,Medium,Married,Higher,5,7,5,Not trusted,9,0.53212963,0.4702777778,5,29-44
344070004,Hong Kong SAR,Male,41,Urban,Medium,Married,Higher,8,6,8,Not trusted,2,0.932314815,0.6083333333,8,29-44
344070625,Hong Kong SAR,Male,41,Urban,Medium,Single,Higher,6,7,6,Trusted,7,0.441018519,0.4616938889,6,29-44
344070205,Hong Kong SAR,Female,41,Urban,Medium,Married,Lower,8,8,8,Trusted,1,0.417453704,0.4425,8,29-44
344070133,Hong Kong SAR,Female,41,Urban,Medium,Married,Middle,8,8,9,Not trusted,6,0.758148148,0.5958333333,8.5,29-44
344071755,Hong Kong SAR,Female,41,Urban,Medium,Single,Higher,6,7,6,Trusted,8,0.389675926,0.5258333333,6,29-44
344071753,Hong Kong SAR,Male,41,Urban,Medium,Married,Middle,5,5,5,Trusted,1,0.4575,0.5386111111,5,29-44
344071407,Hong Kong SAR,Female,41,Urban,Medium,Married,Higher,7,6,7,Not trusted,1,0.492777778,0.3736111111,7,29-44
344070827,Hong Kong SAR,Male,41,Urban,Medium,Single,Middle,7,3,9,Not trusted,5,0.545740741,0.3316666667,8,29-44
344070740,Hong Kong SAR,Female,41,Urban,Medium,Married,Middle,5,5,5,Trusted,5,0.424776296,0.4283333333,5,29-44
360070258,Indonesia,Female,41,Rural,Medium,Married,Middle,9,6,6,Not trusted,10,0.2975,0.2347222222,7.5,29-44
360070135,Indonesia,Female,41,Rural,Medium,Married,Middle,7,7,6,Not trusted,10,0.352916667,0.0825,6.5,29-44
360073001,Indonesia,Male,41,Urban,Low,Married,Higher,5,2,5,Not trusted,10,0.306203704,0.3608333333,5,29-44
360071719,Indonesia,Male,41,Rural,Low,Married,Lower,10,5,7,Not trusted,10,0.468518519,0.3041666667,8.5,29-44
360070450,Indonesia,Male,41,Rural,Low,Married,Middle,10,8,9,Not trusted,10,0.2975,0.0830555556,9.5,29-44
360070071,Indonesia,Male,41,Rural,Medium,Married,Higher,10,8,10,Not trusted,10,0.5475,0.0688888889,10,29-44
360072335,Indonesia,Female,41,Urban,Medium,Married,Middle,8,8,5,Not trusted,10,0.45,0.5269444444,6.5,29-44
360072196,Indonesia,Female,41,Rural,Low,Married,Lower,6,2,3,Not trusted,10,0.33875,0.0275,4.5,29-44
360071243,Indonesia,Female,41,Urban,Low,Married,Lower,9,9,1,Not trusted,10,0.403842593,0.2913888889,5,29-44
360072041,Indonesia,Male,41,Rural,Medium,Married,Lower,5,7,5,Not trusted,10,0.27162037,0.1388888889,5,29-44
360072589,Indonesia,Female,41,Rural,Medium,Married,Lower,9,10,9,Not trusted,9,0.15875,0.1941666667,9,29-44
360071023,Indonesia,Female,41,Rural,Medium,Married,Lower,5,10,5,Not trusted,10,0.249583333,0.3875,5,29-44
360071427,Indonesia,Female,41,Urban,Low,Married,Middle,9,9,5,Not trusted,10,0.424953704,0.2633333333,7,29-44
360070696,Indonesia,Male,41,Urban,Medium,Married,Middle,8,8,7,Not trusted,10,0.459537037,0.1933333333,7.5,29-44
360070081,Indonesia,Male,41,Urban,Medium,Married,Middle,10,10,10,Trusted,10,0.34625,0.1516666667,10,29-44
360072857,Indonesia,Female,41,Rural,Medium,Married,Middle,10,5,8,Not trusted,10,0.14037037,0.3044444444,9,29-44
360070529,Indonesia,Female,41,Urban,Medium,Married,Higher,7,7,7,Not trusted,10,0.339166667,0.17944444440000001,7,29-44
360071883,Indonesia,Female,41,Rural,Medium,Married,Lower,10,8,10,Not trusted,10,0.508703704,0.4013888889,10,29-44
360070875,Indonesia,Female,41,Rural,Medium,Married,Higher,7,6,8,Not trusted,10,0.362175926,0.0818002778,7.5,29-44
360072959,Indonesia,Male,41,Rural,Low,Married,Lower,8,6,7,Not trusted,10,0.339444444,0.2630555556,7.5,29-44
360072903,Indonesia,Male,41,Urban,Low,Married,Lower,10,10,5,Not trusted,10,0.284166667,0.3055555556,7.5,29-44
360070436,Indonesia,Female,41,Rural,Low,Married,Lower,9,8,5,Not trusted,9,0.380416667,0.4441666667,7,29-44
360072562,Indonesia,Female,41,Rural,Medium,Married,Lower,4,8,3,Not trusted,10,0.110833333,0.3047222222,3.5,29-44
360070627,Indonesia,Male,41,Rural,Medium,Married,Lower,5,10,2,Not trusted,10,0.355509259,0.3463888889,3.5,29-44
360071967,Indonesia,Female,41,Rural,Medium,Married,Lower,8,5,7,Trusted,10,0.27,0.1658333333,7.5,29-44
360071965,Indonesia,Male,41,Rural,Low,Married,Lower,10,10,2,Not trusted,10,0.505416667,0.1802777778,6,29-44
360070859,Indonesia,Male,41,Rural,Medium,Married,Middle,10,10,7,Not trusted,10,0.375925926,0.0825,8.5,29-44
360073029,Indonesia,Male,41,Rural,Low,Married,Lower,10,10,8,Not trusted,10,0.437083333,0.1525,9,29-44
360072875,Indonesia,Male,41,Urban,Medium,Married,Lower,1,1,10,Not trusted,10,0.221666667,0.2905555556,5.5,29-44
360071796,Indonesia,Female,41,Urban,Medium,Married,Middle,8,6,6,Not trusted,8,0.4575,0.3472222222,7,29-44
360072887,Indonesia,Male,41,Urban,Low,Married,Middle,7,6,5,Not trusted,10,0.288518519,0.1383333333,6,29-44
360071784,Indonesia,Female,41,Urban,Medium,Married,Lower,7,2,6,Not trusted,10,0.320509259,0.4158333333,6.5,29-44
458070009,Malaysia,Male,41,Rural,Medium,Married,Lower,10,10,10,Not trusted,10,0.367083333,0,10,29-44
458070130,Malaysia,Female,41,Rural,Low,Married,Lower,9,8,7,Trusted,8,0.504351852,0.4022222222,8,29-44
458070288,Malaysia,Female,41,Rural,Medium,Single,Lower,9,10,10,Not trusted,10,0.507314815,0.1797222222,9.5,29-44
458070464,Malaysia,Female,41,Urban,Medium,Single,Higher,7,7,8,Trusted,7,0.207083333,0.3447222222,7.5,29-44
458070465,Malaysia,Male,41,Urban,Medium,Single,Higher,8,10,6,Not trusted,10,0.332638889,0.3452777778,7,29-44
458070530,Malaysia,Female,41,Urban,High,Married,Higher,7,7,6,Not trusted,10,0.726435185,0.4011111111,6.5,29-44
458070685,Malaysia,Female,41,Urban,Medium,Married,Middle,6,8,5,Not trusted,7,0.551296296,0.5677777778,5.5,29-44
458070703,Malaysia,Female,41,Urban,Medium,Married,Lower,5,6,1,Not trusted,8,0.501898148,0.6511111111,3,29-44
458070714,Malaysia,Male,41,Urban,High,Married,Lower,5,5,3,Trusted,6,0.424675926,0.525,4,29-44
458070732,Malaysia,Male,41,Urban,Medium,Married,Middle,8,8,6,Not trusted,10,0.177962963,0.4844444444,7,29-44
458070733,Malaysia,Female,41,Urban,High,Married,Lower,8,9,7,Trusted,10,0.651944444,0.2622222222,7.5,29-44
458070845,Malaysia,Male,41,Urban,Low,Single,Lower,4,5,4,Not trusted,10,0.168148148,0.5397222222,4,29-44
458070867,Malaysia,Male,41,Urban,Medium,Married,Lower,6,5,5,Not trusted,5,0.422638889,0.5955555556,5.5,29-44
458070933,Malaysia,Female,41,Urban,Medium,Married,Lower,8,9,6,Trusted,10,0.244537037,0.3322222222,7,29-44
458071023,Malaysia,Female,41,Urban,Medium,Married,Middle,8,8,4,Trusted,8,0.47125,0.415,6,29-44
458071033,Malaysia,Female,41,Urban,Medium,Married,Lower,7,7,5,Not trusted,7,0.480231482,0.3325,6,29-44
458071135,Malaysia,Female,41,Urban,Low,Married,Middle,3,3,3,Not trusted,6,0.511157407,0.4288888889,3,29-44
458071140,Malaysia,Female,41,Urban,High,Widowed,Middle,8,8,8,Not trusted,10,0.383842593,0.1102777778,8,29-44
792071226,Turkey,Male,41,Urban,Low,Married,Lower,5,5,5,Not trusted,4,0.415833333,0.3583333333,5,29-44
792070464,Turkey,Female,41,Urban,High,Married,Lower,9,9,4,Trusted,10,0.336851852,0.1383333333,6.5,29-44
792071227,Turkey,Male,41,Urban,Low,Married,Lower,4,4,5,Not trusted,4,0.537962963,0.5258333333,4.5,29-44
792071309,Turkey,Female,41,Urban,Medium,Married,Lower,9,9,10,Not trusted,10,0.29125,0.2358333333,9.5,29-44
792070841,Turkey,Male,41,Urban,Medium,Single,Higher,7,2,4,Not trusted,7,0.191157407,0.1821697222,5.5,29-44
792070323,Turkey,Female,41,Urban,Medium,Divorced,Middle,7,10,4,Trusted,7,0.449074074,0.5266666667,5.5,29-44
792070364,Turkey,Female,41,Urban,High,Married,Middle,8,7,7,Trusted,8,0.418425926,0.4297222222,7.5,29-44
792071646,Turkey,Male,41,Urban,Medium,Married,Lower,7,7,7,Not trusted,6,0.55212963,0.4008333333,7,29-44
792070168,Turkey,Male,41,Urban,Medium,Single,Higher,4,5,4,Not trusted,4,0.269444444,0.3308333333,4,29-44
792070059,Turkey,Female,41,Urban,Medium,Married,Middle,6,8,4,Not trusted,10,0.396898148,0.3461111111,5,29-44
792070469,Turkey,Female,41,Rural,Medium,Married,Lower,3,3,4,Not trusted,10,0.410092593,0.0833333333,3.5,29-44
344071623,Hong Kong SAR,Female,40,Urban,Medium,Married,Higher,4,4,8,Not trusted,3,0.339444444,0.5108333333,6,29-44
344070322,Hong Kong SAR,Male,40,Urban,Low,Married,Middle,7,5,5,Not trusted,2,0.387361111,0.6091666667,6,29-44
344071041,Hong Kong SAR,Male,40,Urban,Medium,Married,Higher,7,8,7,Not trusted,8,0.697685185,0.915,7,29-44
344071562,Hong Kong SAR,Male,40,Urban,Medium,Divorced,Middle,6,6,7,Not trusted,7,0.487314815,0.7766666667,6.5,29-44
344071729,Hong Kong SAR,Female,40,Urban,Low,Divorced,Higher,8,8,7,Not trusted,8,0.496574074,0.4841666667,7.5,29-44
344071592,Hong Kong SAR,Female,40,Urban,Medium,Single,Middle,7,8,7,Not trusted,4,0.491805556,0.3177777778,7,29-44
